sale_id,customer_id,product_id,product_name,category,price,quantity,sale_date,total_value,age,gender,region,segment,churn,tenure_months,last_purchase_date,feedback_text,sentiment,calculated_total,sentiment_score
S004112,CUST01763,P008,Headphones,Electronics,3000,2,2020-07-26,6000,23,Male,South,Consumer,0,16,2023-01-30,"Terrible experience, will not buy again.",Negative,6000,-1
S004113,CUST00083,P007,Pen Pack,Office Supplies,50,1,2020-10-21,50,46,Male,North,Small Business,0,44,2023-01-23,"Delivery was late, not happy.",Positive,50,1
S004114,CUST01384,P004,Desk,Furniture,12000,3,2022-10-13,36000,37,Female,North,Corporate,0,33,2023-03-19,"Delivery was late, not happy.",Positive,36000,1
S004115,CUST01707,P008,Headphones,Electronics,3000,4,2020-06-30,12000,27,Male,South,Corporate,0,45,2023-10-23,"Delivery was late, not happy.",Positive,12000,1
S004116,CUST00622,P003,Office Chair,Furniture,8000,4,2022-12-21,32000,21,Female,East,Corporate,0,19,2023-08-09,"Met expectations, nothing special.",Neutral,32000,0
S004117,CUST00809,P005,Printer,Electronics,15000,2,2021-08-09,30000,22,Male,West,Corporate,1,34,2023-08-26,Easy to use and reliable.,Neutral,30000,0
S004118,CUST01244,P006,Notebook,Office Supplies,100,5,2021-11-15,500,35,Female,West,Small Business,1,3,2023-05-18,"Terrible experience, will not buy again.",Negative,500,-1
S004119,CUST00612,P005,Printer,Electronics,15000,5,2021-05-09,75000,18,Male,North,Corporate,1,28,2023-06-07,"Terrible experience, will not buy again.",Negative,75000,-1
S004120,CUST00773,P002,Smartphone,Electronics,25000,4,2021-01-10,100000,35,Male,South,Small Business,0,5,2023-01-22,Highly recommend to others.,Positive,100000,1
S004121,CUST01373,P006,Notebook,Office Supplies,100,2,2022-04-22,200,48,Male,East,Consumer,1,24,2023-06-18,Highly recommend to others.,Positive,200,1
S004122,CUST01828,P009,Monitor,Electronics,12000,2,2023-08-02,24000,33,Male,East,Consumer,0,15,2023-04-02,Too expensive for the features offered.,Negative,24000,-1
S004123,CUST01580,P006,Notebook,Office Supplies,100,3,2023-11-22,300,51,Female,South,Corporate,0,58,2023-11-24,Product quality could be better.,Neutral,300,0
S004124,CUST01572,P008,Headphones,Electronics,3000,2,2020-10-27,6000,52,Male,North,Corporate,0,21,2023-02-16,"Delivery was late, not happy.",Positive,6000,1
S004125,CUST01341,P010,Projector,Electronics,45000,3,2022-01-08,135000,55,Male,West,Corporate,0,23,2023-07-08,"Terrible experience, will not buy again.",Negative,135000,-1
S004126,CUST00262,P007,Pen Pack,Office Supplies,50,3,2021-03-03,150,47,Female,North,Corporate,0,49,2023-08-01,Product quality could be better.,Neutral,150,0
S004127,CUST01574,P004,Desk,Furniture,12000,1,2022-07-16,12000,58,Male,South,Small Business,0,7,2023-08-21,Too expensive for the features offered.,Negative,12000,-1
S004128,CUST00616,P003,Office Chair,Furniture,8000,3,2022-08-26,24000,48,Male,South,Small Business,0,47,2023-10-05,"Delivery was late, not happy.",Positive,24000,1
S004129,CUST01568,P010,Projector,Electronics,45000,3,2023-06-25,135000,26,Male,East,Corporate,1,7,2023-07-17,Product quality could be better.,Neutral,135000,0
S004130,CUST01420,P006,Notebook,Office Supplies,100,1,2021-09-30,100,20,Male,North,Small Business,1,45,2023-09-03,"Met expectations, nothing special.",Neutral,100,0
S004131,CUST00248,P007,Pen Pack,Office Supplies,50,3,2023-06-27,150,35,Female,West,Small Business,0,33,2023-07-01,"Met expectations, nothing special.",Neutral,150,0
S004132,CUST01558,P009,Monitor,Electronics,12000,3,2023-08-09,36000,48,Male,East,Consumer,0,55,2023-07-17,Product quality could be better.,Neutral,36000,0
S004133,CUST01491,P007,Pen Pack,Office Supplies,50,3,2022-11-23,150,29,Male,South,Consumer,0,56,2023-09-17,"Met expectations, nothing special.",Neutral,150,0
S004134,CUST01938,P007,Pen Pack,Office Supplies,50,4,2023-03-25,200,51,Male,East,Consumer,1,36,2023-12-20,"Terrible experience, will not buy again.",Negative,200,-1
S004135,CUST01570,P009,Monitor,Electronics,12000,5,2021-04-11,60000,40,Male,West,Consumer,0,20,2023-03-03,Excellent customer service.,Positive,60000,1
S004136,CUST01777,P009,Monitor,Electronics,12000,1,2021-08-30,12000,39,Female,North,Consumer,0,52,2023-07-14,Too expensive for the features offered.,Negative,12000,-1
S004137,CUST01801,P009,Monitor,Electronics,12000,4,2021-04-23,48000,32,Male,West,Corporate,0,21,2023-11-17,Highly recommend to others.,Positive,48000,1
S004138,CUST00869,P005,Printer,Electronics,15000,1,2023-02-11,15000,27,Male,South,Consumer,0,44,2023-11-18,"Great product, very satisfied.",Positive,15000,1
S004139,CUST00281,P005,Printer,Electronics,15000,5,2021-10-25,75000,27,Male,East,Small Business,0,32,2023-11-13,Easy to use and reliable.,Neutral,75000,0
S004140,CUST00993,P007,Pen Pack,Office Supplies,50,1,2020-06-06,50,59,Female,South,Corporate,1,40,2023-05-22,Excellent customer service.,Positive,50,1
S004141,CUST01338,P003,Office Chair,Furniture,8000,5,2020-04-16,40000,48,Male,South,Small Business,1,9,2023-04-16,Product quality could be better.,Neutral,40000,0
S004142,CUST00734,P009,Monitor,Electronics,12000,3,2023-02-15,36000,41,Male,East,Small Business,0,3,2023-06-13,Too expensive for the features offered.,Negative,36000,-1
S004143,CUST01519,P006,Notebook,Office Supplies,100,5,2022-08-15,500,29,Female,East,Corporate,0,55,2023-02-14,"Delivery was late, not happy.",Positive,500,1
S004144,CUST01692,P006,Notebook,Office Supplies,100,1,2021-09-28,100,63,Female,East,Corporate,1,40,2023-03-03,"Great product, very satisfied.",Positive,100,1
S004145,CUST01540,P007,Pen Pack,Office Supplies,50,1,2020-05-14,50,60,Female,South,Corporate,0,54,2023-02-06,Too expensive for the features offered.,Negative,50,-1
S004146,CUST00772,P007,Pen Pack,Office Supplies,50,5,2023-06-24,250,50,Male,West,Corporate,1,51,2023-04-27,Easy to use and reliable.,Neutral,250,0
S004147,CUST01459,P008,Headphones,Electronics,3000,3,2021-12-07,9000,35,Female,West,Consumer,0,9,2023-01-20,"Worth the price, happy with the purchase.",Positive,9000,1
S004148,CUST00504,P009,Monitor,Electronics,12000,2,2020-03-22,24000,39,Male,East,Small Business,0,9,2023-09-19,"Met expectations, nothing special.",Neutral,24000,0
S004149,CUST01308,P006,Notebook,Office Supplies,100,5,2020-08-04,500,47,Female,East,Consumer,0,47,2023-05-01,"Worth the price, happy with the purchase.",Positive,500,1
S004150,CUST00599,P001,Laptop,Electronics,70000,4,2023-12-20,280000,28,Female,North,Consumer,1,51,2023-06-15,Product quality could be better.,Neutral,280000,0
S004151,CUST00908,P008,Headphones,Electronics,3000,2,2021-10-19,6000,32,Male,East,Small Business,0,34,2023-05-16,"Great product, very satisfied.",Positive,6000,1
S004152,CUST00754,P002,Smartphone,Electronics,25000,1,2021-04-22,25000,51,Male,West,Small Business,0,6,2023-08-01,Too expensive for the features offered.,Negative,25000,-1
S004153,CUST00738,P004,Desk,Furniture,12000,3,2020-06-23,36000,25,Male,North,Corporate,0,25,2023-01-13,Excellent customer service.,Positive,36000,1
S004154,CUST00490,P009,Monitor,Electronics,12000,1,2022-05-24,12000,41,Male,East,Small Business,1,17,2023-04-14,Highly recommend to others.,Positive,12000,1
S004155,CUST00846,P002,Smartphone,Electronics,25000,2,2020-04-20,50000,23,Male,North,Small Business,0,51,2023-04-07,"Met expectations, nothing special.",Neutral,50000,0
S004156,CUST01992,P001,Laptop,Electronics,70000,4,2021-06-13,280000,60,Male,South,Consumer,1,44,2023-08-03,Product quality could be better.,Neutral,280000,0
S004157,CUST01287,P003,Office Chair,Furniture,8000,4,2023-04-09,32000,26,Female,West,Consumer,0,59,2023-03-16,"Delivery was late, not happy.",Positive,32000,1
S004158,CUST00336,P005,Printer,Electronics,15000,5,2023-03-27,75000,31,Male,South,Corporate,1,58,2023-02-24,"Met expectations, nothing special.",Neutral,75000,0
S004159,CUST00637,P001,Laptop,Electronics,70000,3,2021-10-29,210000,18,Female,East,Corporate,1,42,2023-04-24,Highly recommend to others.,Positive,210000,1
S004160,CUST00897,P006,Notebook,Office Supplies,100,2,2022-01-04,200,23,Male,North,Corporate,0,4,2023-01-08,"Worth the price, happy with the purchase.",Positive,200,1
S004161,CUST01418,P004,Desk,Furniture,12000,4,2020-09-16,48000,53,Male,West,Corporate,0,49,2023-09-04,"Met expectations, nothing special.",Neutral,48000,0
S004162,CUST00278,P010,Projector,Electronics,45000,5,2022-03-13,225000,61,Female,East,Consumer,0,59,2023-04-07,Too expensive for the features offered.,Negative,225000,-1
S004163,CUST00791,P007,Pen Pack,Office Supplies,50,2,2023-07-14,100,25,Male,East,Small Business,1,24,2023-02-09,"Terrible experience, will not buy again.",Negative,100,-1
S004164,CUST00107,P004,Desk,Furniture,12000,5,2023-03-21,60000,59,Male,East,Corporate,0,58,2023-09-04,"Great product, very satisfied.",Positive,60000,1
S004165,CUST01549,P001,Laptop,Electronics,70000,2,2022-10-12,140000,22,Female,South,Small Business,0,52,2023-04-25,"Great product, very satisfied.",Positive,140000,1
S004166,CUST01489,P007,Pen Pack,Office Supplies,50,2,2020-07-25,100,56,Male,West,Consumer,0,26,2023-10-20,"Worth the price, happy with the purchase.",Positive,100,1
S004167,CUST00060,P009,Monitor,Electronics,12000,2,2022-07-14,24000,61,Male,North,Corporate,0,52,2023-03-11,"Great product, very satisfied.",Positive,24000,1
S004168,CUST00222,P008,Headphones,Electronics,3000,1,2020-10-30,3000,40,Female,North,Small Business,1,42,2023-07-07,Product quality could be better.,Neutral,3000,0
S004169,CUST01560,P005,Printer,Electronics,15000,4,2020-03-16,60000,22,Male,West,Corporate,1,42,2023-12-17,"Great product, very satisfied.",Positive,60000,1
S004170,CUST00775,P007,Pen Pack,Office Supplies,50,5,2023-08-05,250,55,Male,West,Corporate,0,13,2023-08-07,Easy to use and reliable.,Neutral,250,0
S004171,CUST01129,P010,Projector,Electronics,45000,1,2021-10-16,45000,64,Male,West,Consumer,0,2,2023-09-15,Highly recommend to others.,Positive,45000,1
S004172,CUST00595,P008,Headphones,Electronics,3000,4,2021-07-13,12000,30,Male,West,Consumer,1,29,2023-07-29,Excellent customer service.,Positive,12000,1
S004173,CUST01952,P005,Printer,Electronics,15000,1,2022-12-04,15000,34,Female,North,Small Business,0,35,2023-10-06,Excellent customer service.,Positive,15000,1
S004174,CUST01410,P009,Monitor,Electronics,12000,3,2022-03-06,36000,33,Male,West,Small Business,0,58,2023-09-12,Highly recommend to others.,Positive,36000,1
S004175,CUST01656,P007,Pen Pack,Office Supplies,50,4,2021-08-20,200,41,Male,North,Corporate,1,44,2023-06-20,"Great product, very satisfied.",Positive,200,1
S004176,CUST00250,P010,Projector,Electronics,45000,4,2022-09-13,180000,56,Male,South,Corporate,0,40,2023-11-09,Too expensive for the features offered.,Negative,180000,-1
S004177,CUST00410,P003,Office Chair,Furniture,8000,5,2022-05-27,40000,49,Male,West,Small Business,0,27,2023-07-11,Easy to use and reliable.,Neutral,40000,0
S004178,CUST00587,P002,Smartphone,Electronics,25000,3,2022-02-12,75000,21,Male,North,Corporate,0,6,2023-02-24,"Great product, very satisfied.",Positive,75000,1
S004179,CUST01076,P001,Laptop,Electronics,70000,5,2022-01-13,350000,52,Female,North,Small Business,0,5,2023-06-02,Excellent customer service.,Positive,350000,1
S004180,CUST00152,P001,Laptop,Electronics,70000,4,2023-08-04,280000,56,Male,North,Consumer,0,31,2023-02-21,Easy to use and reliable.,Neutral,280000,0
S004181,CUST01431,P010,Projector,Electronics,45000,4,2023-07-20,180000,44,Female,South,Consumer,0,59,2023-05-27,"Worth the price, happy with the purchase.",Positive,180000,1
S004182,CUST01873,P002,Smartphone,Electronics,25000,5,2021-04-22,125000,47,Male,East,Small Business,0,52,2023-01-30,"Delivery was late, not happy.",Positive,125000,1
S004183,CUST01578,P006,Notebook,Office Supplies,100,2,2022-09-29,200,47,Female,East,Corporate,1,40,2023-08-12,"Met expectations, nothing special.",Neutral,200,0
S004184,CUST01109,P003,Office Chair,Furniture,8000,4,2021-07-03,32000,28,Male,South,Consumer,0,2,2023-04-16,Too expensive for the features offered.,Negative,32000,-1
S004185,CUST01949,P007,Pen Pack,Office Supplies,50,3,2021-02-02,150,56,Male,South,Small Business,1,39,2023-01-10,"Terrible experience, will not buy again.",Negative,150,-1
S004186,CUST01069,P001,Laptop,Electronics,70000,5,2020-06-25,350000,57,Male,North,Consumer,0,4,2023-01-11,"Worth the price, happy with the purchase.",Positive,350000,1
S004187,CUST00512,P001,Laptop,Electronics,70000,2,2021-09-29,140000,49,Male,South,Small Business,0,11,2023-04-05,"Delivery was late, not happy.",Positive,140000,1
S004188,CUST00045,P008,Headphones,Electronics,3000,4,2023-05-22,12000,35,Male,West,Small Business,0,1,2023-04-05,"Terrible experience, will not buy again.",Negative,12000,-1
S004189,CUST01762,P005,Printer,Electronics,15000,1,2022-06-15,15000,55,Male,East,Consumer,0,41,2023-09-18,"Great product, very satisfied.",Positive,15000,1
S004190,CUST00397,P007,Pen Pack,Office Supplies,50,4,2021-09-10,200,24,Female,North,Small Business,0,49,2023-07-07,"Terrible experience, will not buy again.",Negative,200,-1
S004191,CUST01592,P002,Smartphone,Electronics,25000,3,2022-02-07,75000,61,Male,South,Corporate,0,47,2023-08-11,Too expensive for the features offered.,Negative,75000,-1
S004192,CUST01791,P007,Pen Pack,Office Supplies,50,5,2022-12-01,250,42,Male,East,Small Business,0,23,2023-06-04,"Met expectations, nothing special.",Neutral,250,0
S004193,CUST01566,P006,Notebook,Office Supplies,100,3,2022-09-28,300,45,Male,West,Consumer,0,33,2023-12-19,"Delivery was late, not happy.",Positive,300,1
S004194,CUST01031,P003,Office Chair,Furniture,8000,3,2023-06-27,24000,56,Male,West,Small Business,0,16,2023-12-23,Highly recommend to others.,Positive,24000,1
S004195,CUST01038,P009,Monitor,Electronics,12000,3,2021-11-05,36000,63,Male,East,Small Business,0,34,2023-05-25,"Delivery was late, not happy.",Positive,36000,1
S004196,CUST00651,P008,Headphones,Electronics,3000,1,2022-02-06,3000,29,Male,East,Consumer,0,17,2023-03-07,"Great product, very satisfied.",Positive,3000,1
S004197,CUST00699,P002,Smartphone,Electronics,25000,1,2023-04-04,25000,58,Female,West,Consumer,0,41,2023-06-18,"Terrible experience, will not buy again.",Negative,25000,-1
S004198,CUST01103,P003,Office Chair,Furniture,8000,2,2023-07-24,16000,31,Female,South,Corporate,0,2,2023-01-02,Product quality could be better.,Neutral,16000,0
S004199,CUST01427,P005,Printer,Electronics,15000,5,2020-02-26,75000,29,Male,North,Corporate,0,26,2023-10-30,"Met expectations, nothing special.",Neutral,75000,0
S004200,CUST00996,P002,Smartphone,Electronics,25000,5,2020-05-05,125000,45,Male,South,Consumer,0,25,2023-02-01,"Met expectations, nothing special.",Neutral,125000,0
S004201,CUST01989,P008,Headphones,Electronics,3000,4,2021-08-08,12000,57,Female,South,Consumer,1,39,2023-04-07,Highly recommend to others.,Positive,12000,1
S004202,CUST00627,P006,Notebook,Office Supplies,100,5,2022-04-22,500,33,Male,South,Corporate,0,25,2023-11-04,Excellent customer service.,Positive,500,1
S004203,CUST00987,P007,Pen Pack,Office Supplies,50,5,2020-10-10,250,61,Male,West,Consumer,0,14,2023-08-31,"Delivery was late, not happy.",Positive,250,1
S004204,CUST01221,P007,Pen Pack,Office Supplies,50,1,2020-02-03,50,40,Male,North,Corporate,0,42,2023-07-21,"Met expectations, nothing special.",Neutral,50,0
S004205,CUST00228,P004,Desk,Furniture,12000,5,2020-01-26,60000,26,Female,West,Corporate,1,37,2023-09-12,"Terrible experience, will not buy again.",Negative,60000,-1
S004206,CUST01132,P004,Desk,Furniture,12000,4,2023-08-25,48000,60,Female,South,Small Business,0,46,2023-06-16,Excellent customer service.,Positive,48000,1
S004207,CUST00171,P002,Smartphone,Electronics,25000,4,2022-11-13,100000,26,Male,West,Consumer,0,17,2023-09-10,"Terrible experience, will not buy again.",Negative,100000,-1
S004208,CUST00054,P007,Pen Pack,Office Supplies,50,1,2023-10-17,50,45,Female,West,Consumer,0,6,2023-10-16,Excellent customer service.,Positive,50,1
S004209,CUST00531,P010,Projector,Electronics,45000,5,2023-03-20,225000,25,Male,South,Small Business,0,42,2023-11-22,Product quality could be better.,Neutral,225000,0
S004210,CUST00798,P004,Desk,Furniture,12000,2,2022-05-28,24000,60,Male,East,Corporate,0,52,2023-02-23,Product quality could be better.,Neutral,24000,0
S004211,CUST00972,P010,Projector,Electronics,45000,4,2020-06-01,180000,63,Male,West,Consumer,0,33,2023-11-30,"Delivery was late, not happy.",Positive,180000,1
S004212,CUST01323,P008,Headphones,Electronics,3000,1,2022-11-06,3000,64,Male,West,Small Business,0,33,2023-11-07,"Worth the price, happy with the purchase.",Positive,3000,1
S004213,CUST01890,P010,Projector,Electronics,45000,1,2021-04-05,45000,62,Female,North,Small Business,1,40,2023-06-17,"Great product, very satisfied.",Positive,45000,1
S004214,CUST01829,P009,Monitor,Electronics,12000,2,2020-10-31,24000,34,Female,East,Corporate,0,53,2023-11-20,Excellent customer service.,Positive,24000,1
S004215,CUST00439,P007,Pen Pack,Office Supplies,50,4,2023-01-19,200,23,Female,West,Small Business,1,15,2023-05-06,Product quality could be better.,Neutral,200,0
S004216,CUST01346,P008,Headphones,Electronics,3000,4,2020-05-26,12000,23,Female,East,Small Business,0,43,2023-01-11,"Delivery was late, not happy.",Positive,12000,1
S004217,CUST01406,P008,Headphones,Electronics,3000,2,2020-06-14,6000,19,Male,East,Corporate,0,18,2023-06-07,Excellent customer service.,Positive,6000,1
S004218,CUST01105,P007,Pen Pack,Office Supplies,50,4,2020-08-28,200,37,Female,West,Consumer,1,1,2023-07-28,Highly recommend to others.,Positive,200,1
S004219,CUST01617,P006,Notebook,Office Supplies,100,2,2023-04-20,200,37,Male,North,Corporate,0,37,2023-12-25,"Worth the price, happy with the purchase.",Positive,200,1
S004220,CUST00376,P001,Laptop,Electronics,70000,3,2020-03-03,210000,44,Female,West,Small Business,0,27,2023-05-07,"Delivery was late, not happy.",Positive,210000,1
S004221,CUST00420,P005,Printer,Electronics,15000,5,2020-09-26,75000,26,Male,North,Corporate,0,20,2023-06-24,"Terrible experience, will not buy again.",Negative,75000,-1
S004222,CUST00362,P008,Headphones,Electronics,3000,1,2023-10-16,3000,47,Female,South,Consumer,0,22,2023-01-26,"Delivery was late, not happy.",Positive,3000,1
S004223,CUST00596,P002,Smartphone,Electronics,25000,2,2023-05-31,50000,21,Male,West,Corporate,0,11,2023-10-23,"Met expectations, nothing special.",Neutral,50000,0
S004224,CUST00985,P008,Headphones,Electronics,3000,4,2023-05-30,12000,47,Female,West,Corporate,1,59,2023-10-25,Product quality could be better.,Neutral,12000,0
S004225,CUST01186,P003,Office Chair,Furniture,8000,3,2022-04-10,24000,42,Male,East,Consumer,0,55,2023-06-26,"Met expectations, nothing special.",Neutral,24000,0
S004226,CUST00294,P001,Laptop,Electronics,70000,3,2021-10-10,210000,43,Male,South,Corporate,0,44,2023-09-19,Too expensive for the features offered.,Negative,210000,-1
S004227,CUST01447,P004,Desk,Furniture,12000,3,2020-12-07,36000,42,Male,East,Small Business,1,41,2023-04-26,Easy to use and reliable.,Neutral,36000,0
S004228,CUST00986,P004,Desk,Furniture,12000,2,2021-08-15,24000,21,Male,North,Corporate,0,21,2023-03-02,"Delivery was late, not happy.",Positive,24000,1
S004229,CUST00080,P003,Office Chair,Furniture,8000,2,2020-03-23,16000,30,Male,West,Small Business,0,53,2023-12-20,Excellent customer service.,Positive,16000,1
S004230,CUST01363,P004,Desk,Furniture,12000,2,2020-06-16,24000,32,Male,East,Small Business,0,53,2023-10-12,Highly recommend to others.,Positive,24000,1
S004231,CUST01662,P010,Projector,Electronics,45000,4,2022-04-19,180000,27,Male,North,Corporate,0,33,2023-05-16,Easy to use and reliable.,Neutral,180000,0
S004232,CUST01165,P008,Headphones,Electronics,3000,4,2023-11-06,12000,20,Female,North,Small Business,0,21,2023-10-26,Product quality could be better.,Neutral,12000,0
S004233,CUST00674,P004,Desk,Furniture,12000,5,2023-02-23,60000,44,Male,East,Corporate,1,15,2023-04-01,"Worth the price, happy with the purchase.",Positive,60000,1
S004234,CUST00787,P010,Projector,Electronics,45000,3,2020-09-21,135000,46,Female,North,Consumer,0,53,2023-04-04,"Delivery was late, not happy.",Positive,135000,1
S004235,CUST01229,P008,Headphones,Electronics,3000,5,2022-04-29,15000,47,Male,North,Consumer,0,12,2023-05-22,Too expensive for the features offered.,Negative,15000,-1
S004236,CUST01722,P003,Office Chair,Furniture,8000,1,2020-08-21,8000,49,Female,West,Corporate,0,57,2023-11-04,Product quality could be better.,Neutral,8000,0
S004237,CUST01321,P010,Projector,Electronics,45000,1,2020-12-06,45000,35,Male,East,Consumer,0,8,2023-06-28,Highly recommend to others.,Positive,45000,1
S004238,CUST01360,P005,Printer,Electronics,15000,5,2023-12-03,75000,51,Male,West,Corporate,0,20,2023-01-21,Excellent customer service.,Positive,75000,1
S004239,CUST01883,P002,Smartphone,Electronics,25000,5,2023-10-13,125000,42,Male,South,Corporate,1,47,2023-07-22,Excellent customer service.,Positive,125000,1
S004240,CUST00742,P003,Office Chair,Furniture,8000,5,2021-08-02,40000,57,Female,North,Small Business,1,57,2023-08-31,Highly recommend to others.,Positive,40000,1
S004241,CUST00815,P010,Projector,Electronics,45000,4,2023-01-08,180000,41,Female,North,Corporate,0,29,2023-12-20,"Worth the price, happy with the purchase.",Positive,180000,1
S004242,CUST00563,P004,Desk,Furniture,12000,2,2023-03-19,24000,54,Male,East,Small Business,0,18,2023-07-14,Too expensive for the features offered.,Negative,24000,-1
S004243,CUST01380,P001,Laptop,Electronics,70000,2,2020-11-13,140000,35,Male,North,Consumer,0,50,2023-09-07,Product quality could be better.,Neutral,140000,0
S004244,CUST00357,P009,Monitor,Electronics,12000,1,2022-12-17,12000,30,Male,South,Small Business,1,51,2023-02-25,Product quality could be better.,Neutral,12000,0
S004245,CUST00365,P010,Projector,Electronics,45000,4,2021-03-04,180000,25,Female,East,Consumer,1,51,2023-08-25,Excellent customer service.,Positive,180000,1
S004246,CUST00075,P007,Pen Pack,Office Supplies,50,5,2020-08-03,250,37,Male,North,Corporate,0,11,2023-04-04,"Met expectations, nothing special.",Neutral,250,0
S004247,CUST01463,P006,Notebook,Office Supplies,100,2,2020-04-07,200,57,Male,South,Consumer,0,59,2023-01-18,Highly recommend to others.,Positive,200,1
S004248,CUST01737,P007,Pen Pack,Office Supplies,50,4,2021-01-24,200,20,Female,West,Corporate,1,59,2023-12-08,Excellent customer service.,Positive,200,1
S004249,CUST00236,P005,Printer,Electronics,15000,4,2022-04-23,60000,64,Female,East,Consumer,1,41,2023-02-04,Excellent customer service.,Positive,60000,1
S004250,CUST01202,P009,Monitor,Electronics,12000,1,2023-03-24,12000,61,Female,North,Small Business,1,49,2023-01-16,Too expensive for the features offered.,Negative,12000,-1
S004251,CUST01612,P001,Laptop,Electronics,70000,4,2023-05-04,280000,42,Male,East,Consumer,0,49,2023-07-20,"Delivery was late, not happy.",Positive,280000,1
S004252,CUST00252,P002,Smartphone,Electronics,25000,2,2020-11-07,50000,33,Female,North,Consumer,0,16,2023-06-01,Excellent customer service.,Positive,50000,1
S004253,CUST01074,P010,Projector,Electronics,45000,5,2021-05-25,225000,60,Female,East,Consumer,0,22,2023-12-27,Easy to use and reliable.,Neutral,225000,0
S004254,CUST00772,P009,Monitor,Electronics,12000,4,2021-03-25,48000,50,Male,West,Corporate,1,51,2023-04-27,"Worth the price, happy with the purchase.",Positive,48000,1
S004255,CUST00123,P002,Smartphone,Electronics,25000,3,2021-03-23,75000,61,Male,West,Small Business,0,42,2023-03-18,Easy to use and reliable.,Neutral,75000,0
S004256,CUST01641,P010,Projector,Electronics,45000,5,2022-03-30,225000,30,Female,West,Small Business,0,55,2023-05-02,Excellent customer service.,Positive,225000,1
S004257,CUST00863,P007,Pen Pack,Office Supplies,50,4,2022-03-15,200,49,Female,West,Corporate,1,49,2023-02-01,Too expensive for the features offered.,Negative,200,-1
S004258,CUST00999,P010,Projector,Electronics,45000,2,2023-03-26,90000,23,Female,North,Corporate,0,29,2023-04-18,Product quality could be better.,Neutral,90000,0
S004259,CUST01662,P010,Projector,Electronics,45000,5,2021-02-20,225000,27,Male,North,Corporate,0,33,2023-05-16,Highly recommend to others.,Positive,225000,1
S004260,CUST00651,P002,Smartphone,Electronics,25000,3,2022-12-15,75000,29,Male,East,Consumer,0,17,2023-03-07,Highly recommend to others.,Positive,75000,1
S004261,CUST01389,P001,Laptop,Electronics,70000,1,2023-07-07,70000,53,Female,South,Small Business,0,19,2023-09-07,Excellent customer service.,Positive,70000,1
S004262,CUST00820,P008,Headphones,Electronics,3000,5,2023-11-20,15000,37,Male,North,Small Business,0,26,2023-01-30,"Met expectations, nothing special.",Neutral,15000,0
S004263,CUST01901,P010,Projector,Electronics,45000,5,2021-05-29,225000,59,Male,South,Consumer,0,56,2023-10-28,"Terrible experience, will not buy again.",Negative,225000,-1
S004264,CUST00059,P009,Monitor,Electronics,12000,4,2020-06-11,48000,40,Male,South,Corporate,0,36,2023-04-18,Product quality could be better.,Neutral,48000,0
S004265,CUST01914,P009,Monitor,Electronics,12000,4,2021-12-21,48000,30,Male,South,Corporate,0,27,2023-10-01,Highly recommend to others.,Positive,48000,1
S004266,CUST00030,P004,Desk,Furniture,12000,1,2020-08-26,12000,62,Male,West,Small Business,1,20,2023-11-20,Excellent customer service.,Positive,12000,1
S004267,CUST00248,P006,Notebook,Office Supplies,100,3,2020-09-11,300,35,Female,West,Small Business,0,33,2023-07-01,"Terrible experience, will not buy again.",Negative,300,-1
S004268,CUST00370,P003,Office Chair,Furniture,8000,4,2021-02-11,32000,48,Male,East,Corporate,0,12,2023-09-09,"Terrible experience, will not buy again.",Negative,32000,-1
S004269,CUST01404,P001,Laptop,Electronics,70000,3,2021-02-27,210000,28,Female,West,Consumer,0,23,2023-09-13,"Worth the price, happy with the purchase.",Positive,210000,1
S004270,CUST00647,P009,Monitor,Electronics,12000,4,2020-01-11,48000,20,Female,East,Corporate,0,23,2023-05-05,"Terrible experience, will not buy again.",Negative,48000,-1
S004271,CUST00499,P004,Desk,Furniture,12000,3,2020-11-26,36000,20,Female,South,Consumer,1,13,2023-06-25,Excellent customer service.,Positive,36000,1
S004272,CUST00582,P003,Office Chair,Furniture,8000,3,2023-08-25,24000,49,Male,South,Small Business,0,54,2023-12-02,"Terrible experience, will not buy again.",Negative,24000,-1
S004273,CUST00703,P009,Monitor,Electronics,12000,3,2021-04-05,36000,57,Male,East,Corporate,0,14,2023-11-11,Highly recommend to others.,Positive,36000,1
S004274,CUST01999,P006,Notebook,Office Supplies,100,3,2022-05-29,300,53,Male,East,Small Business,0,31,2023-04-04,Highly recommend to others.,Positive,300,1
S004275,CUST01077,P001,Laptop,Electronics,70000,2,2022-12-21,140000,50,Male,East,Consumer,0,32,2023-09-20,Product quality could be better.,Neutral,140000,0
S004276,CUST01811,P004,Desk,Furniture,12000,5,2021-01-05,60000,53,Male,North,Small Business,0,25,2023-05-24,Excellent customer service.,Positive,60000,1
S004277,CUST01715,P003,Office Chair,Furniture,8000,4,2022-10-28,32000,20,Male,South,Consumer,0,35,2023-05-18,Excellent customer service.,Positive,32000,1
S004278,CUST01966,P004,Desk,Furniture,12000,4,2020-03-21,48000,62,Female,North,Small Business,0,46,2023-10-13,"Great product, very satisfied.",Positive,48000,1
S004279,CUST01116,P003,Office Chair,Furniture,8000,2,2022-10-05,16000,48,Male,West,Corporate,0,16,2023-09-20,"Worth the price, happy with the purchase.",Positive,16000,1
S004280,CUST01147,P003,Office Chair,Furniture,8000,4,2021-12-06,32000,52,Female,West,Small Business,1,44,2023-09-26,"Terrible experience, will not buy again.",Negative,32000,-1
